doi,exemplar,text,alpha,total_length_of_article
10.1007_s10979-008-9133-0,1,NA,NA,56475
10.1007_s10979-008-9133-0,2,"a = .86 and .85, respectively). Items followed by (",0.86,56475
10.1007_s10979-008-9134-z,1,NA,NA,67212
10.1007_s10979-008-9135-y,1,NA,NA,101008
10.1007_s10979-008-9136-x,1,NA,NA,63796
10.1007_s10979-008-9137-9,1,NA,NA,68829
10.1007_s10979-008-9138-8,1,NA,NA,63865
10.1007_s10979-008-9139-7,1,NA,NA,95276
10.1007_s10979-008-9140-1,1,NA,NA,73375
10.1007_s10979-008-9141-0,1,NA,NA,50703
10.1007_s10979-008-9142-z,1,NA,NA,40091
10.1007_s10979-008-9143-y,1,NA,NA,42606
10.1007_s10979-008-9144-x,1,NA,NA,66645
10.1007_s10979-008-9145-9,1,NA,NA,53529
10.1007_s10979-008-9146-8,1,NA,NA,55405
10.1007_s10979-008-9147-7,1,NA,NA,63741
10.1007_s10979-008-9148-6,1,NA,NA,31041
10.1007_s10979-008-9149-5,1,NA,NA,42417
10.1007_s10979-008-9150-z,1,NA,NA,55432
10.1007_s10979-008-9150-z,2,"α = 91, M = 5.22, SD = 1.30, range = .11–8, with a",NA,55432
10.1007_s10979-008-9150-z,3,"α = .72, M = 2.47, SD = .41, range = 1.16–3.55.

A",0.72,55432
10.1007_s10979-008-9150-z,4,"α = .71, M = 3.16, SD = .47, range = 1.30–4. Items",0.71,55432
10.1007_s10979-008-9150-z,5,"a α = .87, M = 3.8, SD = 4.49, range = 0–36, and a",0.87,55432
10.1007_s10979-008-9151-y,1,NA,NA,66506
10.1007_s10979-008-9152-x,1,NA,NA,49037
10.1007_s10979-008-9153-9,1,NA,NA,49979
10.1007_s10979-008-9154-8,1,NA,NA,63394
10.1007_s10979-008-9155-7,1,NA,NA,57873
10.1007_s10979-008-9156-6,1,NA,NA,87920
10.1007_s10979-008-9157-5,1,NA,NA,73399
10.1007_s10979-008-9158-4,1,NA,NA,50410
10.1007_s10979-008-9159-3,1,NA,NA,53098
10.1007_s10979-008-9160-x,1,NA,NA,79800
10.1007_s10979-008-9162-8,1,NA,NA,70998
10.1007_s10979-008-9163-7,1,NA,NA,84946
10.1007_s10979-008-9163-7,2,α = .85). The Gain subscales reflect program partic,0.85,84946
10.1007_s10979-008-9163-7,3,"α = .90). Items within each scale, in a 4-point Lik",0.9,84946
10.1007_s10979-008-9163-7,4,"α for this combined construct was .92, suggesting h",0.92,84946
10.1007_s10979-008-9164-6,1,NA,NA,59705
10.1007_s10979-008-9165-5,1,NA,NA,59747
10.1007_s10979-008-9166-4,1,NA,NA,45557
10.1007_s10979-008-9167-3,1,NA,NA,42588
10.1007_s10979-008-9168-2,1,NA,NA,82303
10.1007_s10979-008-9169-1,1,NA,NA,87542
10.1007_s10979-008-9170-8,1,NA,NA,71832
10.1007_s10979-008-9170-8,2,"α = .90; Gardner et al., 1993) and to have obtainab",0.9,71832
10.1007_s10979-008-9170-8,3,"α for the scale was .82.

Finally, participants wer",0.82,71832
10.1007_s10979-008-9170-8,4,α for this summary score was .62. When the question,0.62,71832
10.1007_s10979-008-9170-8,5,"α rose to .66. Thus, we deleted this question from",0.66,71832
10.1007_s10979-008-9171-7,1,NA,NA,82832
10.1007_s10979-008-9171-7,2,"as for this sample for staff, youth, and combined w",NA,82832
10.1007_s10979-008-9171-7,3,"a was reported as .77 (Essau et al., 2006). These a",0.77,82832
10.1007_s10979-008-9171-7,4,"as for staff, youth, and combined of .88, .84, and",0.88,82832
10.1007_s10979-008-9171-7,5,"a of .93.

Positive Outcome Expectancy

The Outcome",0.93,82832
10.1007_s10979-008-9171-7,6,"as for the individual scales between .66 and .90.

",NA,82832
10.1007_s10979-008-9171-7,7,a of .82. The combined aggression beliefs score fro,0.82,82832
10.1007_s10979-008-9171-7,8,"a of .93.

Social Information Processing

The Attri",0.93,82832
10.1007_s10979-008-9171-7,9,"as for these scales of .67, .95, and .67.

#### Pro",0.67,82832
10.1007_s10979-008-9172-6,1,NA,NA,71035
10.1007_s10979-008-9173-5,1,NA,NA,71063
10.1007_s10979-008-9174-4,1,NA,NA,107848
10.1007_s10979-009-9175-y,1,NA,NA,75893
10.1007_s10979-009-9176-x,1,NA,NA,74454
10.1007_s10979-009-9177-9,1,NA,NA,51731
10.1007_s10979-009-9178-8,1,NA,NA,56365
10.1007_s10979-009-9179-7,1,NA,NA,64770
10.1007_s10979-009-9180-1,1,NA,NA,59888
10.1007_s10979-009-9181-0,1,NA,NA,64912
10.1007_s10979-009-9182-z,1,NA,NA,69244
10.1007_s10979-009-9183-y,1,NA,NA,66971
10.1007_s10979-009-9184-x,1,NA,NA,55825
10.1007_s10979-009-9185-9,1,NA,NA,78156
10.1007_s10979-009-9185-9,2,α = .82) of seven items (component loadings greater,0.82,78156
10.1007_s10979-009-9185-9,3,"α = .96).

**Enforcement Status**

Cohn and White’s",0.96,78156
10.1007_s10979-009-9185-9,4,"α = .98).

**Attitudes Toward the Criminal Legal Sy",0.98,78156
10.1007_s10979-009-9185-9,5,α = .68). Then we correlated the original 24-item s,0.68,78156
10.1007_s10979-009-9185-9,6,α = .67). Examination of the scale indicated that t,0.67,78156
10.1007_s10979-009-9185-9,7,"α = .89).

#### Procedure

All the three phases of",0.89,78156
10.1007_s10979-009-9186-8,1,NA,NA,58463
10.1007_s10979-009-9187-7,1,NA,NA,87729
10.1007_s10979-009-9188-6,1,NA,NA,215576
10.1007_s10979-009-9189-5,1,NA,NA,63071
10.1007_s10979-009-9190-z,1,NA,NA,4094
10.1007_s10979-009-9191-y,1,NA,NA,3813
10.1007_s10979-009-9192-x,1,NA,NA,57167
10.1007_s10979-009-9193-9,1,NA,NA,76527
10.1007_s10979-009-9194-8,1,NA,NA,61169
10.1007_s10979-009-9194-8,2,α = .87); higher CSI scores indicate more symptomat,0.87,61169
10.1007_s10979-009-9195-7,1,NA,NA,73999
10.1007_s10979-009-9196-6,1,NA,NA,64920
10.1007_s10979-009-9196-6,2,a reliability coefficients and mean inter-item corr,NA,64920
10.1007_s10979-009-9197-5,1,NA,NA,82977
10.1007_s10979-009-9198-4,1,NA,NA,63571
10.1007_s10979-009-9199-3,1,NA,NA,83305
10.1007_s10979-009-9201-0,1,NA,NA,80144
10.1007_s10979-009-9202-z,1,NA,NA,9764
10.1007_s10979-009-9203-y,1,NA,NA,11642
10.1007_s10979-009-9204-x,1,NA,NA,67376
10.1007_s10979-009-9205-9,1,NA,NA,13177
10.1007_s10979-009-9206-8,1,NA,NA,59277
10.1007_s10979-009-9207-7,1,NA,NA,67394
10.1007_s10979-009-9208-6,1,NA,NA,52186
10.1007_s10979-009-9209-5,1,NA,NA,79352
10.1007_s10979-009-9210-z,1,NA,NA,55333
10.1007_s10979-009-9211-y,1,NA,NA,15754
10.1007_s10979-009-9212-x,1,NA,NA,57508
10.1007_s10979-009-9213-9,1,NA,NA,11388
10.1007_s10979-009-9214-8,1,NA,NA,59693
10.1007_s10979-009-9215-7,1,NA,NA,70415
10.1007_s10979-009-9216-6,1,NA,NA,64793
10.1007_s10979-010-9217-5,1,NA,NA,19084
10.1007_s10979-010-9218-4,1,NA,NA,48721
10.1007_s10979-010-9219-3,1,NA,NA,62151
10.1007_s10979-010-9219-3,2,"a = .90).

Participants rated the quality of the po",0.9,62151
10.1007_s10979-010-9219-3,3,"a = .77).

Four additional items served as manipula",0.77,62151
10.1007_s10979-010-9220-x,1,NA,NA,43778
10.1007_s10979-010-9221-9,1,NA,NA,62060
10.1007_s10979-010-9222-8,1,NA,NA,56427
10.1007_s10979-010-9223-7,1,NA,NA,85673
10.1007_s10979-010-9224-6,1,NA,NA,32828
10.1007_s10979-010-9225-5,1,NA,NA,80051
10.1007_s10979-010-9226-4,1,NA,NA,50775
10.1007_s10979-010-9227-3,1,NA,NA,39414
10.1007_s10979-010-9228-2,1,NA,NA,70440
10.1007_s10979-010-9228-2,2,α without these two questions was .633 (95% CI from,0.633,70440
10.1007_s10979-010-9229-1,1,NA,NA,3394
10.1007_s10979-010-9230-8,1,NA,NA,56888
10.1007_s10979-010-9231-7,1,NA,NA,47523
10.1007_s10979-010-9232-6,1,NA,NA,53225
10.1007_s10979-010-9233-5,1,NA,NA,63169
10.1007_s10979-010-9233-5,2,"a for the TAPS was 0.96.

The internal consistency",0.96,63169
10.1007_s10979-010-9233-5,3,a for the Personal Commitment factor of the EAC-B w,NA,63169
10.1007_s10979-010-9233-5,4,"a for the SAQ was 0.87.

#### Procedure

Prior to b",0.87,63169
10.1007_s10979-010-9234-4,1,NA,NA,76058
10.1007_s10979-010-9235-3,1,NA,NA,55885
10.1007_s10979-010-9236-2,1,NA,NA,64262
10.1007_s10979-010-9237-1,1,NA,NA,45165
10.1007_s10979-010-9238-0,1,NA,NA,52392
10.1007_s10979-010-9239-z,1,NA,NA,57669
10.1007_s10979-010-9239-z,2,as: Interpersonal = .70; Affective = .69; Antisocia,0.7,57669
10.1007_s10979-010-9240-6,1,NA,NA,100082
10.1007_s10979-010-9240-6,2,α calculated with the accuracy scores is .73. This,0.73,100082
10.1007_s10979-010-9240-6,3,α is considered as an internal consistency index be,NA,100082
10.1007_s10979-010-9240-6,4,"α also decreases to .44.

Given the nonnegativity i",0.44,100082
10.1007_s10979-010-9240-6,5,α will reach its maximum when the jurors’ verdicts,NA,100082
10.1007_s10979-010-9240-6,6,α would be lower than the maximum. To understand th,NA,100082
10.1007_s10979-010-9240-6,7,"α of the test set of two trials was .73. This time,",0.73,100082
10.1007_s10979-010-9240-6,8,α of the test set of two trials becomes −2.74. Any,NA,100082
10.1007_s10979-010-9240-6,9,"α. Therefore, considering the definition of θ and a",NA,100082
10.1007_s10979-010-9240-6,10,α for the trials in the test. This criterion to det,NA,100082
10.1007_s10979-010-9240-6,11,α is an unbiased estimate of generalizability that,NA,100082
10.1007_s10979-010-9240-6,12,α can be viewed as a measure of how well the estima,NA,100082
10.1007_s10979-010-9240-6,13,"a of a set of test trials, the estimated ability",NA,100082
10.1007_s10979-010-9240-6,14,α greatly because the measured inter-trial covarian,NA,100082
10.1007_s10979-010-9240-6,15,α). Upon determining the correct directions of the,NA,100082
10.1007_s10979-010-9240-6,16,"α was calculated for each of the 32 score matrices,",NA,100082
10.1007_s10979-010-9240-6,17,α was considered as being produced by the correct v,NA,100082
10.1007_s10979-010-9240-6,18,"α, one always being larger than the other. Without",NA,100082
10.1007_s10979-010-9240-6,19,"α, and consequently the correct verdict pattern for",NA,100082
10.1007_s10979-010-9240-6,20,"α, subjects’ accuracy and their underlying ability",NA,100082
10.1007_s10979-010-9240-6,21,"α calculated on some of the 32 score matrices, each",NA,100082
10.1007_s10979-010-9240-6,22,α calculated on the 32 score matrices in each datas,NA,100082
10.1007_s10979-010-9240-6,23,"α stably in each different dataset, in each subcate",NA,100082
10.1007_s10979-010-9240-6,24,"α, should reflect the goals, principles, and standa",NA,100082
10.1007_s10979-010-9240-6,25,α as an index of internal consistency and (2) the v,NA,100082
10.1007_s10979-010-9240-6,26,α as an indicator of internal consistency of a test,NA,100082
10.1007_s10979-010-9240-6,27,a for the set of five vignette cases used as a test,NA,100082
10.1007_s10979-010-9240-6,28,α is the small number of test cases. Provided that,NA,100082
10.1007_s10979-010-9240-6,29,α will increase to .70 if the number of vignette ca,0.7,100082
10.1007_s10979-010-9241-5,1,NA,NA,73575
10.1007_s10979-010-9242-4,1,NA,NA,56322
10.1007_s10979-010-9243-3,1,NA,NA,59629
10.1007_s10979-010-9244-2,1,NA,NA,60650
10.1007_s10979-010-9245-1,1,NA,NA,82725
10.1007_s10979-010-9246-0,1,NA,NA,64864
10.1007_s10979-010-9247-z,1,NA,NA,65185
10.1007_s10979-010-9248-y,1,NA,NA,49721
10.1007_s10979-010-9249-x,1,NA,NA,53808
10.1007_s10979-010-9249-x,2,a significantly penalizes shorter scales (Callous a,NA,53808
10.1007_s10979-010-9250-4,1,NA,NA,50103
10.1007_s10979-010-9251-3,1,NA,NA,43295
10.1007_s10979-010-9252-2,1,NA,NA,58262
10.1007_s10979-010-9253-1,1,NA,NA,61527
10.1007_s10979-010-9254-0,1,NA,NA,62546
10.1007_s10979-010-9254-0,2,a of .68. This factor contained four items: “The de,0.68,62546
10.1007_s10979-010-9254-0,3,a of .62. This factor contained two items: “The sev,0.62,62546
10.1007_s10979-010-9254-0,4,"a = .68 and Cronbach’s alpha = .62, respectively) m",0.68,62546
10.1007_s10979-010-9254-0,5,"a = .62, respectively) mean that the results and tr",0.62,62546
10.1007_s10979-010-9257-x,1,NA,NA,71613
10.1007_s10979-010-9258-9,1,NA,NA,55150
10.1007_s10979-010-9261-1,1,NA,NA,105075
10.1023_A:1005406902505,1,NA,NA,42711
10.1023_A:1005411003414,1,NA,NA,80511
10.1023_A:1005415104323,1,NA,NA,38091
10.1023_A:1005422702678,1,NA,NA,123348
10.1023_A:1005426803586,1,NA,NA,60315
10.1023_A:1005430904495,1,NA,NA,50631
10.1023_A:1005430904495,2,"α), and Interrater Reliability (Intraclass Correlat",NA,50631
10.1023_A:1005435005404,1,NA,NA,38327
10.1023_A:1005458919344,1,NA,NA,55583
10.1023_A:1005458919344,2,"as were .43, .78, and .69, respectively). We then c",0.43,55583
10.1023_A:1005463020252,1,NA,NA,84560
10.1023_A:1005474719516,1,NA,NA,44912
10.1023_A:1005476618435,1,NA,NA,69888
10.1023_A:1005478820425,1,NA,NA,42846
10.1023_A:1005480018608,1,NA,NA,26819
10.1023_A:1005482921333,1,NA,NA,48457
10.1023_A:1005500219657,1,NA,NA,48979
10.1023_A:1005500615111,1,NA,NA,41070
10.1023_A:1005504320565,1,NA,NA,40774
10.1023_A:1005504716020,1,NA,NA,18737
10.1023_A:1005513818748,1,NA,NA,73310
10.1023_A:1005519028528,1,NA,NA,52598
10.1023_A:1005522328315,1,NA,NA,16374
10.1023_A:1005523129437,1,NA,NA,44188
10.1023_A:1005532004014,1,NA,NA,37985
10.1023_A:1005536204923,1,NA,NA,70111
10.1023_A:1005540229224,1,NA,NA,59595
10.1023_A:1005540305832,1,NA,NA,75099
10.1023_A:1005544330132,1,NA,NA,26079
10.1023_A:1005548102819,1,NA,NA,42738
10.1023_A:1005548531041,1,NA,NA,3860
10.1023_A:1005552203727,1,NA,NA,73838
10.1023_A:1005552631950,1,NA,NA,7360
10.1023_A:1005556404636,1,NA,NA,33740
10.1023_A:1005571012599,1,NA,NA,84367
10.1023_A:1005575113507,1,NA,NA,40461
10.1023_A:1005584020853,1,NA,NA,23630
10.1023_A:1005588112385,1,NA,NA,48215
10.1023_A:1005588221761,1,NA,NA,71290
10.1023_A:1005589011690,1,NA,NA,90415
10.1023_A:1005589011690,2,"a = .92). As on the Erotic Communication scale, a l",0.92,90415
10.1023_A:1005589011690,3,a = .67) in the same manner as the Relational Commu,0.67,90415
10.1023_A:1005592213294,1,NA,NA,92387
10.1023_A:1005595519944,1,NA,NA,68267
10.1023_A:1005596414203,1,NA,NA,95692
10.1023_A:1005631707408,1,NA,NA,4768
10.1023_A:1005635808317,1,NA,NA,42670
10.1023_A:1005639909226,1,NA,NA,45073
10.1023_A:1005639909226,2,"a was .75, and was .74 for the present sample.

**B",0.75,45073
10.1023_A:1005639909226,3,"a for the risk assessment items was .89, and for th",0.89,45073
10.1023_A:1005641314083,1,NA,NA,45589
10.1023_A:1005644010134,1,NA,NA,41409
10.1023_A:1005645414992,1,NA,NA,58310
10.1023_A:1005680813175,1,NA,NA,55177
10.1023_A:1005683724247,1,NA,NA,38261
10.1023_A:1005687825155,1,NA,NA,57108
10.1023_A:1005689230013,1,NA,NA,51579
10.1023_A:1005691926064,1,NA,NA,54991
10.1023_A:1005693330921,1,NA,NA,35002
10.1023_A:1005696026973,1,NA,NA,50779
10.1023_A:1005697431830,1,NA,NA,43381
10.1023_A:1009400317083,1,NA,NA,49427
10.1023_A:1009400805830,1,NA,NA,26154
10.1023_A:1009401129920,1,NA,NA,38546
10.1023_A:1009403823905,1,NA,NA,44244
10.1023_A:1009404502061,1,NA,NA,18080
10.1023_A:1009404906739,1,NA,NA,10886
10.1023_A:1009405230829,1,NA,NA,25971
10.1023_A:1009407920851,1,NA,NA,31356
10.1023_A:1009408611265,1,NA,NA,8149
10.1023_A:1009409332164,1,NA,NA,46793
10.1023_A:1009416500719,1,NA,NA,25080
10.1023_A:1009418411050,1,NA,NA,49164
10.1023_A:1009420619940,1,NA,NA,66696
10.1023_A:1009420619940,2,a) for the remaining 9 items was .93. A 2-week test,0.93,66696
10.1023_A:1009420619940,3,a) on the ATD-R for the 105 participants in the pre,NA,66696
10.1023_A:1009420619940,4,a) for valence was .90 in both Zack and Hill (1998),0.9,66696
10.1023_A:1009420619940,5,a) for the three judges in the present study was .7,0.7,66696
10.1023_A:1009420619940,6,a) of .83 for the Exploration-Insight Gains. Zack a,0.83,66696
10.1023_A:1009420619940,7,a) between judges ranged from .91 to .97 (Diemer et,NA,66696
10.1023_A:1009420619940,8,a) for the two teams (each with two judges) were .8,0.8,66696
10.1023_A:1009420619940,9,a > .70). After training using dreams from previous,NA,66696
10.1023_A:1009420619940,10,a > .70). They then rated the dreams from the prese,NA,66696
10.1023_A:1009422511959,1,NA,NA,76944
10.1023_A:1009426612867,1,NA,NA,12681
10.1023_A:1009427116234,1,NA,NA,49603
10.1023_A:1009428923348,1,NA,NA,54772
10.1023_A:1009430713776,1,NA,NA,12772
10.1023_A:1009431217143,1,NA,NA,30194
10.1023_A:1009432520849,1,NA,NA,20253
10.1023_A:1009433024257,1,NA,NA,58050
10.1023_A:1009434307185,1,NA,NA,44738
10.1023_A:1009435318052,1,NA,NA,10608
10.1023_A:1009436621758,1,NA,NA,10804
10.1023_A:1009437125165,1,NA,NA,14204
10.1023_A:1009438406510,1,NA,NA,57191
10.1023_A:1009439418960,1,NA,NA,16994
10.1023_A:1009440822088,1,NA,NA,22790
10.1023_A:1009444132104,1,NA,NA,67513
10.1023_A:1009444912173,1,NA,NA,44372
10.1023_A:1009447606158,1,NA,NA,41674
10.1023_A:1009448200244,1,NA,NA,56701
10.1023_A:1009448721760,1,NA,NA,67656
10.1023_A:1009449013082,1,NA,NA,13384
10.1023_A:1009451707067,1,NA,NA,42496
10.1023_A:1009452401153,1,NA,NA,35929
10.1023_A:1009452822669,1,NA,NA,28589
10.1023_A:1009453113991,1,NA,NA,65588
10.1023_A:1009455807975,1,NA,NA,41018
10.1023_A:1009456906277,1,NA,NA,51821
10.1023_A:1009457214899,1,NA,NA,18359
10.1023_A:1009464416649,1,NA,NA,84171
10.1023_A:1009468517557,1,NA,NA,29859
10.1023_A:1009470427889,1,NA,NA,44318
10.1023_A:1009474528797,1,NA,NA,11169
10.1023_A:1009478629706,1,NA,NA,14735
10.1023_A:1009479100305,1,NA,NA,72842
10.1023_A:1009480404011,1,NA,NA,33550
10.1023_A:1009480907418,1,NA,NA,28560
10.1023_A:1009482223115,1,NA,NA,38293
10.1023_A:1009482715265,1,NA,NA,23465
10.1023_A:1009483201213,1,NA,NA,70530
10.1023_A:1009484504919,1,NA,NA,15871
10.1023_A:1009485008327,1,NA,NA,35690
10.1023_A:1009486324024,1,NA,NA,67777
10.1023_A:1009487302122,1,NA,NA,20492
10.1023_A:1009488705828,1,NA,NA,25828
10.1023_A:1009491403031,1,NA,NA,17820
10.1023_A:1009492626980,1,NA,NA,99193
10.1023_A:1009492728103,1,NA,NA,38602
10.1023_A:1009492832578,1,NA,NA,42201
10.1023_A:1009496116174,1,NA,NA,45733
10.1023_A:1009496604922,1,NA,NA,23501
10.1023_A:1009496929012,1,NA,NA,57485
10.1023_A:1009499622997,1,NA,NA,41496
10.1023_A:1010603618330,1,NA,NA,114115
10.1023_A:1010603618330,2,"α =.84), and (3) mean for cross-examination only (n",0.84,114115
10.1023_A:1010603618330,3,"α =.73).

#### Scale Construction Using Factor Anal",0.73,114115
10.1023_A:1010603618330,4,α = .92). The second factor accounted for contained,0.92,114115
10.1023_A:1010603618330,5,α = .78). The third factor contained 3 items assess,0.78,114115
10.1023_A:1010603618330,6,α = .74). Ratings of attractiveness and intelligenc,0.74,114115
10.1023_A:1010603618330,7,α = .66). The final factor contained 2 items assess,0.66,114115
10.1023_A:1010603618330,8,"α = .80).  
  
![lhb-25-4-339-tbl2a.gif](http://lar",0.8,114115
10.1023_A:1010603618330,9,α = .95 for predeliberation; Cronbach’s α = .97 for,0.95,114115
10.1023_A:1010603618330,10,α = .97 for postdeliberation). Pre- and postdeliber,0.97,114115
10.1023_A:1010607401492,1,NA,NA,69710
10.1023_A:1010607719239,1,NA,NA,56781
10.1023_A:1010655602400,1,NA,NA,59622
10.1023_A:1010659703309,1,NA,NA,71853
10.1023_A:1010741826826,1,NA,NA,55331
10.1023_A:1010745927735,1,NA,NA,34533
10.1023_A:1010750028643,1,NA,NA,53348
10.1023_A:1010753809988,1,NA,NA,58221
10.1023_A:1010793810896,1,NA,NA,71572
10.1023_A:1010793810896,2,a) in the present sample was .83 in the honest cond,0.83,71572
10.1023_A:1010797911805,1,NA,NA,92825
10.1023_A:1012200406752,1,NA,NA,34118
10.1023_A:1012240307661,1,NA,NA,19079
10.1023_A:1012288223591,1,NA,NA,47473
10.1023_A:1012292324499,1,NA,NA,48814
10.1023_A:1012702223004,1,NA,NA,53778
10.1023_A:1012706323913,1,NA,NA,73775
10.1023_A:1012710424821,1,NA,NA,46295
10.1023_A:1012738706166,1,NA,NA,68474
10.1023_A:1012754207074,1,NA,NA,62599
10.1023_A:1012758307983,1,NA,NA,51401
10.1023_A:1012762408892,1,NA,NA,9941
10.1023_A:1012840831846,1,NA,NA,59905
10.1023_A:1012844932754,1,NA,NA,44072
10.1023_A:1012888715007,1,NA,NA,43805
10.1023_A:1012892815916,1,NA,NA,65874
10.1023_A:1012896916825,1,NA,NA,55924
10.1023_A:1012899030937,1,NA,NA,85805
10.1023_A:1013012229869,1,NA,NA,72037
10.1023_A:1013030728960,1,NA,NA,68335
10.1023_A:1013060113030,1,NA,NA,81994
10.1023_A:1013825124011,1,NA,NA,46282
10.1023_A:1013829224920,1,NA,NA,102925
10.1023_A:1013833325829,1,NA,NA,67526
10.1023_A:1013842505744,1,NA,NA,61614
10.1023_A:1013848407173,1,NA,NA,8283
10.1023_A:1013877108082,1,NA,NA,73864
10.1023_A:1013881208990,1,NA,NA,119123
10.1023_A:1013884804836,1,NA,NA,51504
10.1023_A:1013884804836,2,a) for the SDPT scale was .86 for husbands and .88,0.86,51504
10.1023_A:1013884804836,3,a) of .94. Numerous studies have found correlations,0.94,51504
10.1023_A:1013884804836,4,"a was .79.

Gains from Dream Interpretation (Heaton",0.79,51504
10.1023_A:1013884804836,5,"a) was .79 for the total scale.

**Client Insight I",0.79,51504
10.1023_A:1013884804836,6,"as) of .93 (Falk &amp; Hill, 1993), .91 (Diemer et",0.93,51504
10.1023_A:1013884804836,7,"a) was .90.

**Client Insight Into Partner’s Dream*",0.9,51504
10.1023_A:1013884804836,8,"a) was .89.

**Client Insight Into the Relationship",0.89,51504
10.1023_A:1013884804836,9,"a) was .95.

**Therapist Adherence**

Therapists re",0.95,51504
10.1023_A:1013884804836,10,a) of .90 was attained. They then rated the actual,0.9,51504
10.1023_A:1013884804836,11,a) for the four scores was .75 for men and .73 for,0.75,51504
10.1023_A:1013884804836,12,a) for the three scores was .60 for men and .61 for,0.6,51504
10.1023_A:1013885309899,1,NA,NA,24262
10.1023_A:1013890421674,1,NA,NA,32396
10.1023_A:1013894522583,1,NA,NA,52476
10.1023_A:1014600311758,1,NA,NA,22665
10.1023_A:1014640025871,1,NA,NA,31542
10.1023_A:1014644126779,1,NA,NA,5637
10.1023_A:1014648227688,1,NA,NA,15685
10.1023_A:1014652328596,1,NA,NA,17219
10.1023_A:1014687809032,1,NA,NA,47836
10.1023_A:1014692009941,1,NA,NA,96129
10.1023_A:1014693024962,1,NA,NA,72903
10.1023_A:1014696110850,1,NA,NA,61019
10.1023_A:1015311606192,1,NA,NA,51452
10.1023_A:1015313120905,1,NA,NA,78913
10.1023_A:1015313120905,2,as were .81 (5–6- and 10–11-year-olds) and .82 (14–,0.81,78913
10.1023_A:1015313120905,3,as were .77 (5–6-and 10–11-year-olds) and .71 (14–1,0.77,78913
10.1023_A:1015315707100,1,NA,NA,41847
10.1023_A:1015324304975,1,NA,NA,93579
10.1023_A:1015328505884,1,NA,NA,29738
10.1023_A:1015332606792,1,NA,NA,39699
10.1023_A:1015363623030,1,NA,NA,44935
10.1023_A:1015376421813,1,NA,NA,76380
10.1023_A:1015380522722,1,NA,NA,39975
10.1023_A:1015398822122,1,NA,NA,54329
10.1023_A:1016331221797,1,NA,NA,68016
10.1023_A:1016335422706,1,NA,NA,28910
10.1023_A:1016339523615,1,NA,NA,3993
10.1023_A:1016347320889,1,NA,NA,58577
10.1023_A:1016379104959,1,NA,NA,67267
10.1023_A:1016383305868,1,NA,NA,50540
10.1023_A:1016601423268,1,NA,NA,55926
10.1023_A:1016602216650,1,NA,NA,55932
10.1023_A:1016605524177,1,NA,NA,26205
10.1023_A:1016606317558,1,NA,NA,93209
10.1023_A:1016609625085,1,NA,NA,27558
10.1023_A:1016610418467,1,NA,NA,8459
10.1023_A:1016613725994,1,NA,NA,14146
10.1023_A:1016614519375,1,NA,NA,16336
10.1023_A:1016617826902,1,NA,NA,8740
10.1023_A:1016621927811,1,NA,NA,7987
10.1023_A:1016623726208,1,NA,NA,30033
10.1023_A:1016640227117,1,NA,NA,73905
10.1023_A:1016644515741,1,NA,NA,10873
10.1023_A:1016646606430,1,NA,NA,29109
10.1023_A:1016650132579,1,NA,NA,69291
10.1023_A:1016653407338,1,NA,NA,50547
10.1023_A:1016654200720,1,NA,NA,45038
10.1023_A:1016657508247,1,NA,NA,32135
10.1023_A:1016658301629,1,NA,NA,79282
10.1023_A:1016661609156,1,NA,NA,60570
10.1023_A:1016662402537,1,NA,NA,16568
10.1023_A:1016665710064,1,NA,NA,9985
10.1023_A:1016669810973,1,NA,NA,12960
10.1023_A:1016688110279,1,NA,NA,36615
10.1023_A:1016692211187,1,NA,NA,64037
10.1023_A:1020114224680,1,NA,NA,16865
10.1023_A:1020118425588,1,NA,NA,48134
10.1023_A:1020118425588,2,"a for this scale is .86.

**Coping**

A shortened f",0.86,48134
10.1023_A:1020118425588,3,a for each type of coping strategy rages from .61–.,NA,48134
10.1023_A:1020166208750,1,NA,NA,45342
10.1023_A:1020181607842,1,NA,NA,44351
10.1023_A:1020204005730,1,NA,NA,54586
10.1023_A:1020208106638,1,NA,NA,4645
10.1023_A:1020251921659,1,NA,NA,63110
10.1023_A:1020251921659,2,"a being respectively .54 and .51. This reliability,",0.54,63110
