doi,regex_label,exemplar,alpha,pre,post,all,regex_inclusion,regex_exclusion,location_start,location_end,alpha_string,substring_between_cronbach_and_estimate,substring_immediately_before_estimate,substring_immediately_after_estimate,exclude_master,exclude_comparison_present,exclude_comparison_present_immediately_before_estimate,exclude_comparison_present_immediately_after_estimate,exclude_comparison_present_after_estimate,exclude_cutoff_present,exclude_range_present,exclude_p_present,exclude_significance_present,exclude_doi_present,exclude_psychometrika_present,exclude_odd_string_present
10.1037_0002-9432.72.4.505,test-retest reliability,1,0.48,iability coefficient is .86. test-retest reliabili,ties are .48 for psychiatric patients after 3 weeks,iability coefficient is .86. test-retest reliabilities are .48 for psychiatric patients after 3 weeks,test(-| )retest reliabilit,none,8451,8472,.48,ties are ,are ,8 for p,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.72.4.505,test-retest reliability,2,0.87,ach's alphas of .78 and .82. test-retest reliabili,"ty is .87.

workers who participated in the quantit","ach's alphas of .78 and .82. test-retest reliability is .87.

workers who participated in the quantit",test(-| )retest reliabilit,none,8802,8823,.87,ty is , is ,"7.

wor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.72.4.539,test-retest reliability,1,0.96,.97 for the total scale) and test-retest reliabili,ty (.96 for the total scale) and have satisfactory ,.97 for the total scale) and test-retest reliability (.96 for the total scale) and have satisfactory ,test(-| )retest reliabilit,none,14538,14559,.96,ty (,ty (,6 for t,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.72.4.577,test-retest reliability,1,NA,rade level of understanding. test-retest reliabili,ty has been adequately demonstrated to follow chang,rade level of understanding. test-retest reliability has been adequately demonstrated to follow chang,test(-| )retest reliabilit,none,22788,22809,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_0002-9432.73.3.266,test-retest reliability,1,NA,l effects of the internment. test-retest reliabili,ty of a subset of items from the original study rev,l effects of the internment. test-retest reliability of a subset of items from the original study rev,test(-| )retest reliabilit,none,24657,24678,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.73.3.279,test-retest reliability,1,0.92,"nbach's alpha was .96, and a test-retest reliabili",ty was .92 after 9 months with patients of a family,"nbach's alpha was .96, and a test-retest reliability was .92 after 9 months with patients of a family",test(-| )retest reliabilit,none,15632,15653,.92,ty was ,was ,2 after,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.73.3.279,test-retest reliability,2,NA," ranged from .73 to .95, and test-retest reliabili","ty estimates were good, with a large variety of int"," ranged from .73 to .95, and test-retest reliability estimates were good, with a large variety of int",test(-| )retest reliabilit,none,18407,18428,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.73.3.279,test-retest reliability,3,NA," of .94 (park et al., 1996). test-retest reliabili",ty over 2 weeks was .81. a 15-item version has been," of .94 (park et al., 1996). test-retest reliability over 2 weeks was .81. a 15-item version has been",test(-| )retest reliabilit,none,19074,19095,.81,ty over 2 weeks was ,was ,1. a 15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.73.3.279,test-retest reliability,4,0.71,ent of .90 was reported with test-retest reliabili,"ty at .71 over 2 months.

in order to determine whe","ent of .90 was reported with test-retest reliability at .71 over 2 months.

in order to determine whe",test(-| )retest reliabilit,none,19642,19663,.71,ty at , at ,1 over ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.73.3.302,test-retest reliability,1,NA, by factor analysis was 56%; test-retest reliabili,ty measured by cohen's kappa was between .50 and 1., by factor analysis was 56%; test-retest reliability measured by cohen's kappa was between .50 and 1.,test(-| )retest reliabilit,none,10733,10754,.50,ty measured by cohen's kappa was between ,een ,0 and 1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.73.3.302,test-retest reliability,2,NA, by factor analysis was 45%; test-retest reliabili,ty measured by cohen's kappa was between .50 and 1., by factor analysis was 45%; test-retest reliability measured by cohen's kappa was between .50 and 1.,test(-| )retest reliabilit,none,11531,11552,.50,ty measured by cohen's kappa was between ,een ,0 and 1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.73.3.302,test-retest reliability,3,NA, by factor analysis was 74%; test-retest reliabili,ty measured by cohen's kappa was between .50 and 1., by factor analysis was 74%; test-retest reliability measured by cohen's kappa was between .50 and 1.,test(-| )retest reliabilit,none,12311,12332,.50,ty measured by cohen's kappa was between ,een ,0 and 1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.74.3.230,test-retest reliability,1,0.81,ronbach's alpha of .83 and a test-retest reliabili,ty coefficient of .81 for the scs. we computed a cr,ronbach's alpha of .83 and a test-retest reliability coefficient of .81 for the scs. we computed a cr,test(-| )retest reliabilit,none,19469,19490,.81,ty coefficient of , of ,1 for t,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.74.4.467,test-retest reliability,1,NA,"lity is .88 (n = 2,330), and test-retest reliabili",ty over a 1-year period is .64 (n = 33; golombok &a,"lity is .88 (n = 2,330), and test-retest reliability over a 1-year period is .64 (n = 33; golombok &a",test(-| )retest reliabilit,none,30154,30175,.64,ty over a 1-year period is , is ,4 (n = ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.1.102,test-retest reliability,1,0.85,"e study sample, with 2-month test-retest reliabili","ty of .85 (moos &amp; moos, 1981).

parental monito","e study sample, with 2-month test-retest reliability of .85 (moos &amp; moos, 1981).

parental monito",test(-| )retest reliabilit,none,13828,13849,.85,ty of , of ,5 (moos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.1.102,test-retest reliability,2,NA," similar dimensions, and its test-retest reliabili",ties have ranged from .68 to .81. the cronbach’s al," similar dimensions, and its test-retest reliabilities have ranged from .68 to .81. the cronbach’s al",test(-| )retest reliabilit,none,14354,14375,.68,ties have ranged from ,rom ,8 to .8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.1.102,test-retest reliability,3,0.78,"nformation, and has a 4-week test-retest reliabili",ty of .78. the cron-bach’s alpha value for our stud,"nformation, and has a 4-week test-retest reliability of .78. the cron-bach’s alpha value for our stud",test(-| )retest reliabilit,none,14762,14783,.78,ty of , of ,8. the ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.1.102,test-retest reliability,4,NA,point likert items. two-week test-retest reliabili,ty for the personal authority in the family system ,point likert items. two-week test-retest reliability for the personal authority in the family system ,test(-| )retest reliabilit,none,17359,17380,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.75.1.63,test-retest reliability,1,NA,al consistency (α = .86) and test-retest reliabili,"ty (r = .88; emery, 1982). at the initial assessmen","al consistency (α = .86) and test-retest reliability (r = .88; emery, 1982). at the initial assessmen",test(-| )retest reliabilit,none,25002,25023,.88,ty (r = ,r = ,8; emer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.2.242,test-retest reliability,1,NA,"y (coefficient α = .78), and test-retest reliabili",ty at a 2-week interval (pearson correlation coeffi,"y (coefficient α = .78), and test-retest reliability at a 2-week interval (pearson correlation coeffi",test(-| )retest reliabilit,none,20031,20052,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.75.2.242,test-retest reliability,2,0.7,"and convergent validity, and test-retest reliabili","ties for the subscales were found to be .70, .54, .","and convergent validity, and test-retest reliabilities for the subscales were found to be .70, .54, .",test(-| )retest reliabilit,none,20725,20746,.70,ties for the subscales were found to be , be ,"0, .54,",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.2.242,test-retest reliability,3,0.96,ng greater parenting stress. test-retest reliabili,ty for the total score was found to be .96 over a 1,ng greater parenting stress. test-retest reliability for the total score was found to be .96 over a 1,test(-| )retest reliabilit,none,21293,21314,.96,ty for the total score was found to be , be ,6 over ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.3.369,test-retest reliability,1,NA,"nsistency (αs = .71 to .87), test-retest reliabili","ty (rs = .80 to .93), and stability, even over 4.5 ","nsistency (αs = .71 to .87), test-retest reliability (rs = .80 to .93), and stability, even over 4.5 ",test(-| )retest reliabilit,none,15339,15360,.80,ty (rs = ,s = ,0 to .9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.3.369,test-retest reliability,2,NA,"ged from .84 to .93, and the test-retest reliabili",ty coefficients have ranged from .90 to .94 over 2 ,"ged from .84 to .93, and the test-retest reliability coefficients have ranged from .90 to .94 over 2 ",test(-| )retest reliabilit,none,20397,20418,.90,ty coefficients have ranged from ,rom ,0 to .9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.75.3.431,test-retest reliability,1,NA,"amp; alterman, a. i. (1999). test-retest reliabili",ty of the life-time items on the addiction severity,"amp; alterman, a. i. (1999). test-retest reliability of the life-time items on the addiction severity",test(-| )retest reliabilit,none,56854,56875,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.1.120,test-retest reliability,1,0.75,"alpha of .92, and also shows test-retest reliabili",ty of .75 over a 1-week period. this measure has di,"alpha of .92, and also shows test-retest reliability of .75 over a 1-week period. this measure has di",test(-| )retest reliabilit,none,26181,26202,.75,ty of , of ,5 over ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.76.2.161,test-retest reliability,1,NA,ved barriers to service use. test-retest reliabili,ty of the casa instrument at 1-week interval has be,ved barriers to service use. test-retest reliability of the casa instrument at 1-week interval has be,test(-| )retest reliabilit,none,14472,14493,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.2.238,test-retest reliability,1,NA,tency (α = .82) and adequate test-retest reliabili,"ty over a period ranging from 2 to 4 weeks, with a ","tency (α = .82) and adequate test-retest reliability over a period ranging from 2 to 4 weeks, with a ",test(-| )retest reliabilit,none,21338,21359,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.2.238,test-retest reliability,2,NA,"ents (r = .43), and has good test-retest reliabili","ty over a 4-week period (r = .90; kring et al.., 19","ents (r = .43), and has good test-retest reliability over a 4-week period (r = .90; kring et al.., 19",test(-| )retest reliabilit,none,30265,30286,.90,ty over a 4-week period (r = ,r = ,0; krin,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.76.2.238,test-retest reliability,3,NA,nternal consistency and good test-retest reliabili,"ty over a period of 2 years (larsen &amp; diener, 1","nternal consistency and good test-retest reliability over a period of 2 years (larsen &amp; diener, 1",test(-| )retest reliabilit,none,31287,31308,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.3.304,test-retest reliability,1,0.73," ranges from .70 to .86, and test-retest reliabili","ty is approximately .73 (snyder et al., 1997). the "," ranges from .70 to .86, and test-retest reliability is approximately .73 (snyder et al., 1997). the ",test(-| )retest reliabilit,none,21128,21149,.73,ty is approximately ,ely ,3 (snyd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.76.3.312,test-retest reliability,1,NA,"richters, j., et al. (1995). test-retest reliabili",ty of the diagnostic interview schedule for childre,"richters, j., et al. (1995). test-retest reliability of the diagnostic interview schedule for childre",test(-| )retest reliabilit,none,66953,66974,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.3.325,test-retest reliability,1,NA,"s, f, e, or cc. satisfactory test-retest reliabili",ty and discriminant validity for the aai have been ,"s, f, e, or cc. satisfactory test-retest reliability and discriminant validity for the aai have been ",test(-| )retest reliabilit,none,21107,21128,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.3.374,test-retest reliability,1,NA,rk and greater satisfaction. test-retest reliabili,"ty as well as internal consistency was quite high, ","rk and greater satisfaction. test-retest reliability as well as internal consistency was quite high, ",test(-| )retest reliabilit,none,15019,15040,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.4.564,test-retest reliability,1,NA,"p; hurwicz, 1990) and modest test-retest reliabili","ty for 2- to 4-week intervals (radloff, 1977). the ","p; hurwicz, 1990) and modest test-retest reliability for 2- to 4-week intervals (radloff, 1977). the ",test(-| )retest reliabilit,none,21555,21576,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.76.4.564,test-retest reliability,2,NA,nternal consistency and good test-retest reliabili,"ty (abidin, 1990).

**data analytic plan**

for all","nternal consistency and good test-retest reliability (abidin, 1990).

**data analytic plan**

for all",test(-| )retest reliabilit,none,22143,22164,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.77.1.165,test-retest reliability,1,0.9,y (cronbach's α = 0.97). the test-retest reliabili,ty coefficients are 0.90 and 0.83 for parts 1 and 2,y (cronbach's α = 0.97). the test-retest reliability coefficients are 0.90 and 0.83 for parts 1 and 2,test(-| )retest reliabilit,none,21798,21819,.90,ty coefficients are 0,re 0,0 and 0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.77.1.76,test-retest reliability,1,NA,"ed cronbach's α of 0.90, and test-retest reliabili","ty has ranged from good to excellent (steinberg, br","ed cronbach's α of 0.90, and test-retest reliability has ranged from good to excellent (steinberg, br",test(-| )retest reliabilit,none,17468,17489,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.77.2.189,test-retest reliability,1,NA,"efficients of .71-.81), high test-retest reliabili","ty (correlations between .78 and .90), and high con","efficients of .71-.81), high test-retest reliability (correlations between .78 and .90), and high con",test(-| )retest reliabilit,none,21764,21785,.78,ty (correlations between ,een ,8 and .,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.77.2.189,test-retest reliability,2,0.82,coefficient of 0.87 and good test-retest reliabili,ty coefficient (.82) over a 2-month period. in the ,coefficient of 0.87 and good test-retest reliability coefficient (.82) over a 2-month period. in the ,test(-| )retest reliabilit,none,23266,23287,.82,ty coefficient (,nt (,2) over,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.77.2.199,test-retest reliability,1,0.96,ale vietnam veterans yielded test-retest reliabili,"ty of .96, an alpha coefficient of .97. a second st","ale vietnam veterans yielded test-retest reliability of .96, an alpha coefficient of .97. a second st",test(-| )retest reliabilit,none,17752,17773,.96,ty of , of ,"6, an a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0002-9432.77.2.259,test-retest reliability,1,NA,the internal consistency and test-retest reliabili,ty of the depression subscale have been shown to be,the internal consistency and test-retest reliability of the depression subscale have been shown to be,test(-| )retest reliabilit,none,17590,17611,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.77.2.282,test-retest reliability,1,NA,) has shown evidence of good test-retest reliabili,ty and construct validity across a wide spectrum of,) has shown evidence of good test-retest reliability and construct validity across a wide spectrum of,test(-| )retest reliabilit,none,24742,24763,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0002-9432.77.2.316,test-retest reliability,1,0.96,tachment subscale. one-month test-retest reliabili,"ty was .96 and .93, respectively (n= 52).

**colleg","tachment subscale. one-month test-retest reliability was .96 and .93, respectively (n= 52).

**colleg",test(-| )retest reliabilit,none,17105,17126,.96,ty was ,was ,6 and .,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
